,job_title,company_name,date,location,skills,links,salary,responsabilites
76,Programmer,Teleperformance - Egypt,4 days ago,"Cairo, Egypt ",Full timeExperienced · 3 - 4 Yrs of Exp · Reporting · Developer · Software · Statistics · Engineering · Data Analysis · QlickView · Information Technology (IT) · Computer Science · Programming,https://wuzzuf.net/jobs/p/PD3PjHGUbo4c-Programmer-Teleperformance---Egypt-Cairo-Egypt?o=77&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Engineering, programming, statistics or related graduate. | Diploma or courses in data analysis or programming in databases or reporting. | "
77,Financial Reporting & Analysis Specialist,Zeina Group,13 hours ago,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 3 - 6 Yrs of Exp · Financial Analysis · Accounting · Financial Management · Financial · Analysis · SAP · Microsoft Excel · Finance · Accounting/Finance · Analyst/Research,https://wuzzuf.net/jobs/p/fPFkRh622Xc5-Financial-Reporting-Analysis-Specialist-Zeina-Group-Giza-Egypt?o=78&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"3:6 years of experience as a financial or business analyst | Experience in SAP and other data analysis programs | Analytical skills that allow for the development of data-driven reports | Demonstrated ability to manage time and prioritize projects to meet deadlines | Professional on Microsoft Excel to create pivot tables, graphs and charts | Strong written and verbal communication skills to effectively relate data to coworkers | Excellent critical thinking skills to help solve business problems and make decisions | Tendency to pay close attention to small details that could impact results | General knowledge of business operations, objectives, strategies, process and information flow | "
78,Web Research Specialist - Cairo,Bizztales,1 month ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 7 Yrs of Exp · Research · Market Research · Marketing · Social Media · E-marketing · Microsoft Office · Marketing/PR/Advertising · Analyst/Research,https://wuzzuf.net/jobs/p/h4NBeTWwT0iV-Web-Research-Specialist---Cairo-Bizztales-Cairo-Egypt?o=79&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Female with Bachelor degree | This individual will be expected to stay motivated, meet certain goals and expectations that will benefit our company tremendously. | Excellent analytical, written, and oral communication skills are required, as well as the ability to work effectively in a dynamic and challenging team environment with short deadlines. | Excellent search capability and ability to Go Beyond the Surface | Target and Detailed oriented | Knowledge of research methodologies and techniques | Very good computer skills and Proficient in Microsoft Office Suite, including Word and Excel | Very good Internet and research skills. | Excellent communication skills, verbally and written. | Multi-tasking. | Good information collector. | Excellent command of English | Excellent analytical and Strategic thinking skills. | Professional reporting skills. | "
79,R&D Specalist - Food Product,Confidential -,28 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 3 Yrs of Exp · R&amp;D · Research · food · products · price · Research and Development · Food Science · Communication Skills · Development · Microsoft Word,https://wuzzuf.net/jobs/p/RYy1PBwoTje6-RD-Specalist---Food-Product-Cairo-Egypt?o=80&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Bonuses","Knowledge of ingredients, nutrition, calculation of nutrition is Plus. | Possess the ability to work independently as well as work effectively within a team. | A positive, can-do attitude and deliver great customer service. | Detail-oriented and has exceptional organizational skills. | Ability to handle sensitive and confidential information as well as a high level of accuracy with the information. | Strong computer skills including Microsoft Word, Microsoft Outlook, Excel, PowerPoint. | Frequent exposure to food products is possible. | Communication skills. | Analytical & Critical thinking. | Researching skills. | Detail-oriented. | Well organized with good time management skills. | Goal and result oriented | Multi-tasking. | Technical Knowledge. | "
80,Senior BI Developer,Softec Technologies,19 days ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 3 - 7 Yrs of Exp · Information Technology (IT) · BI · #Software · SQL · Computer Science · OLAP · SSRS · SSAS · SSIS · IT/Software Development,https://wuzzuf.net/jobs/p/kcA8B0MnDdyb-Senior-BI-Developer-Softec-International-Cairo-Egypt?o=81&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Good work ethics | Good English Language | Good Communication Skills | Good Analytical Skills | Team Player with Excellent Team Spirit | Good Estimation Skills | Positive and Self-motivated | Good Problem Solving Skills | High Ownership | Good Time Management Skills | Excellent Estimation Skills | Technical Writing Skills | Self-managed and Self-motivated | Proactive | 
81,Deputy Financial Manager,Afraa Technology,24 days ago,"6th of October, Giza, Egypt ",Full timeManager · 10+ Yrs of Exp · Accounting · Financial Management · CPA · CMA · Financial Analysis · Finance · Accounting/Finance · Operations/Management · Analyst/Research,https://wuzzuf.net/jobs/p/g0hImBvX1lKP-Deputy-Financial-Manager-Afraa-Technology-Giza-Egypt?o=82&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"15,000 to 20,000 EGP per month","CMA 1 ,2 ,CPA is a  must | Proven working experience as budgeting & costing Manager with minimum experience 10+ years in same position. | 10 years min Proven experience in Manufacturing costing, budgeting and financial planning . | Excellent knowledge of financial planning | Bachelor degree in Accounting or Finance is must and post financial graduation is preferred | SAP or Oracle User is must. | Advanced computer skills on MS Office | Familiarity with forecasting methods and data analysis. | Strong analytical skills | Knowledge of accounting best practices and regulations | Ability to explain budgeting and financial information in plain terms | High attention to details and accuracy | Ability to direct and supervise | Very Good English language is a must | "
82,Senior Economic Researcher,"The Micro, Small & Medium Enterprise Development Agency ",25 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 7+ Yrs of Exp · Analysis · Economic Analysis · Economy · Finance · Research · Economics · English · Project Management · Economic Research · Socioeconomic,https://wuzzuf.net/jobs/p/HgklBdw1cVsq-Senior-Economic-Researcher-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt?o=83&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Education degree in Economics or other relevant field. | Master Degree is preferably  | At least 7 years working experience (economic and socioeconomic researches and policies).  | Fluent in English (writing and speaking). | Proven knowledge in both national and international MSMEs related reports and studies is desired. | Analytical mindset and good problem-solving skills. | Excellent presentation, report writing and communication skills.  | Excellent interpersonal skills. | Project management skills. | "
83,Full Stack Developer,Art dimension,19 days ago,"Dokki, Giza, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Information Technology (IT) · Software Development · Full Stack · MySQL · jQuery · CSS · HTML · javaScript · Angular · Computer Science,https://wuzzuf.net/jobs/p/SdbVgg6ApUfu-Full-Stack-Developer-Art-dimension-Giza-Egypt?o=84&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Proven experience as a Full Stack Developer or similar role for 5 years. | Knowledge of  back-end language (e.g. php) and framework (e.g. laravel) and some JavaScript frameworks such as (e.g.  Angular, Vue js , React, Node.js, etc) . | Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, json , jQuery) . | Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design. | Excellent communication and teamwork skills. | Familiarity with common stacks. | Great attention to detail. | Organizational skills. | An analytical mind. | "
84,Key Account Manager,Xclusives Card,12 days ago,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Sales Skills · Sales · Customer Care · Customer Success Management · Business Development · Customer Service · Customer Service/Support · Sales/Retail,https://wuzzuf.net/jobs/p/kz5xlAGTlQk3-Key-Account-Manager-Xclusives-Card-Cairo-Egypt?o=85&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, commission + Incentive",1-3 years in a related experience. |  Bachelor degree in any relevant field. |  Excellent communication & negotiation skills. |  Excellent in English (Spoken & written). |  Proficiency using MS Office Specially Excel.  |  Data analyst skills. | Having a car is preferable. | 
85,.Net Full Stack Developer,YDS yasar digital services ,27 days ago,"Sheikh Zayed, Giza, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · CSS · Angular · .net · Information Technology (IT) · Computer Science · Software Development · HTML · javaScript · SQL · Front-End,https://wuzzuf.net/jobs/p/Lhc6l3FJiInQ-Net-Full-Stack-Developer-YDS-yasar-digital-services-Giza-Egypt?o=86&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Must be experienced in Angular | Knowledge of multiple front-end languages and libraries (e.g.  HTML/ CSS, JavaScript, XML) | "
86,L&D Researcher,Confidential -,17 days ago,"Heliopolis, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Research · Human Resources · Learning & Development · Human Resources · Analyst/Research,https://wuzzuf.net/jobs/p/528hTEClZT25-LD-Researcher-Cairo-Egypt?o=87&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,From 2 -5 years experience  | Experience in learning industry is preferable  | Bachelor degree.  | Full working knowledge of MS Office tools. | Fluent in English & Arabic. | 
87,Sales Management Information System Section Head,Halwani Bros,1 month ago,"Cairo, Egypt ",Full timeExperienced · 3 - 7 Yrs of Exp · Information Technology (IT) · Computer Science · Sales Skills · Business · IT · Operations · Commerce · Sales · English · Planning,https://wuzzuf.net/jobs/p/nvgnSDNPYQSB-Sales-Management-Information-System-Section-Head-Halwani-Bros-Cairo-Egypt?o=88&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Academic and professional qualifications:  | • BA in relevant field (Business, commerce…etc)  | • Proven Analytical, planning and organizational skills  | • Excellent knowledge of MS applications and English language  | Experience: |  • From 3 to 7 years in Sales operations / Distribution, and IT. | "
88,CTO,Selah ElTelmeez For publishing & printing,20 days ago,"Heliopolis, Cairo, Egypt ",Full timeManager · 8+ Yrs of Exp · CTO · Information Technology (IT) · Development · Software Development · Technical Lead · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/oQyMxKAgnsCp-CTO-Selah-ElTelmeez-For-publishing-printing-Cairo-Egypt?o=89&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Bachelor’s degree in a Computer Science or any related field. | 8+ years of experience. | A demonstrable track record of building and launching successful products or platforms that leverage scale to meet the needs of majority of users. | Deep experience with : | 
89,Demand Planning Specialist,The Coca-Cola Company (Atlantic industries).,1 month ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 5+ Yrs of Exp · Lean Manufacturing · Supply Chain · Finance · SAP · ERP · Data Analysis · Business · Material Planning · Customer Demand · Budget,https://wuzzuf.net/jobs/p/M6Sl8fPymPqz-Demand-Planning-Specialist-The-Coca-Cola-Company-Atlantic-industries-Cairo-Egypt?o=90&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"5+ years’ experience in Customer Demand, Budget or Materials Planning areas. | "
90,Growth Marketing Manager,Retag,4 days ago,"Maadi, Cairo, Egypt ",Full timeManager · 3 - 5 Yrs of Exp · Marketing · Digital Marketing · Growth · Marketing Growth Hacker · Web Analytics · Marketing Automation · SQL · Analytical · SEO · Social Media,https://wuzzuf.net/jobs/p/A9Yi6Yfudweu-Growth-Marketing-Manager-Retag-Cairo-Egypt?o=91&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"3+ years experience in Digital Marketing, Demand Generation, or similar | Proven working experience as a Marketing Growth Hacker or similar role. | Hands-on experience with web analytics and A/B testing tools | Outstanding analytical and problem-solving skills with high standards of excellence | Bachelor's degree or equivalent practical experience. | "
91,Associate Business Research French Account,CRIF EGYPT,29 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Market Research · Research · French · English · Analysis · Operations/Management · Analyst/Research,https://wuzzuf.net/jobs/p/IZqDJJ9VoWNT-Associate-Business-Research-French-Account-CRIF-EGYPT-Cairo-Egypt?o=92&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"3-5 years working with a Global/MNC | High level of written and spoken Arabic, English and French | Qualification – Graduate/ Post graduate (Preferably Finance Background) | Experience in working with large And Bulk Data | Excellent telephonic Skills and public domain research capabilities | Knowledge of advanced MS Office | Ability to interpret and analyse the Company financials | Understanding about the Egypt Market | Ability to work under pressure and perform multiple tasks and be open to change as per the project requirement | "
92,Brand Manager,Tagaddod Renewable Energy ,1 month ago,"Dokki, Giza, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Marketing · Research · Media · Branding · Market Research · Social Media · Business Administration · Business · Marketing/PR/Advertising · Analyst/Research,https://wuzzuf.net/jobs/p/9fjLCymZKPzf-Brand-Manager-Tagaddod-Renewable-Energy-Giza-Egypt?o=93&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"BSc in Marketing, Communication, Business or related fields | 2-5 years of proven relevant experience | Familiarity with the latest marketing trends and best practices | Ability to conduct research and analyze data (super analytical skills) | Organizational skills, experience meeting tight deadlines | Excellent communication and teamwork skills | Results-driven attitude | A creative mindset | High attention to detail | "
93,Financial Planning Specialist,LG Electronics,22 days ago,"10th of Ramadan City, Sharqia, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · MS Office · English · Microsoft Office · Computer Skills · Accounting · Finance · Financial Analysis · Financial Management · Planning · Reporting,https://wuzzuf.net/jobs/p/FAzGtdApMQgA-Financial-Planning-Specialist-LG-Electronics-Sharqia-Egypt?o=94&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Bachelor's degree in Accounting/Business Administration or related studies. | 2-4 years of experience in Business planning/Finance/Accounting. | Fluency in English is a must. | Korean language is preferred. | Excellent in MS Office (Excel/PowerPoint). | Strong organizational, planning, and reporting skills. | Excellent time management skills and multitasking ability. | Attention to details, result oriented, and focused on target achievement. | Excellent written and verbal communication skills. | "
94,Business Continuity Supervisor,Xceed,1 month ago,"Maadi, Cairo, Egypt ",Full timeManager · 4+ Yrs of Exp · Business Administration · Business Continuity Management · Arabic · English · BCI · ISO · COSO · ITIL · COBIT · CSA,https://wuzzuf.net/jobs/p/c6KGQLlu5HrM-Business-Continuity-Supervisor-Xceed-Cairo-Egypt?o=95&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Language Skills: Good command of Arabic and English (oral/written). | Excellent communication and interpersonal skills. | Very good analytical and writing skills. | Must have a strong moral and ethical foundation to disclose potentially illegal, criminal, and unethical business practices or data | CBCP / CBCI / CDRE, EDRP, MABR, ISO 22301 Lead Auditor, ISO 22301 Lead Implementer is a plus or another related certificate | 4+ years of experience in related field | Experience in managing projects. | Business Continuity Management practices and protocols, including in-depth knowledge of international BCM standards promoted by BCI and DRI and ISO | A strong understanding of Operational risk and resilience, Business Process improvement methods as well as risk related control frameworks and practices (COSO, ISO, ITIL, COBIT, etc.), | Solid understanding of the Operational Risk Management methodology and CSA related requirements. | "
95,Chief Financial Officer (CFO) - Alexandria,Confidential -,18 days ago,"Alexandria, Egypt ",Full timeSenior Management · 12 - 15 Yrs of Exp · Finance · Accounting · Financial Management · Management · CFO · MBA · English · Corporate · Financial Analysis · CPA,https://wuzzuf.net/jobs/p/4C0IjkvngFRj-Chief-Financial-Officer-CFO---Alexandria-Alexandria-Egypt?o=96&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"BSc. in Accounting, Finance or relevant field; MBA is a plus. | 12-15 years of Proven experience as CFO, Finance Officer or relevant role. | CPA is a strong advantage. | CIMA is a strong advantage. | Fluent English. | In depth knowledge of corporate financial law and risk management practices | Excellent knowledge of data analysis and forecasting methods | Ability to strategic and solve problems | Strong leadership and organizational skills | Excellent communication and people skills | An analytical mind, comfortable with numbers | Males only | "
96,SOC Engineer,Link Datacenter,1 month ago,"Dokki, Giza, Egypt ",Full timeExperienced · 4+ Yrs of Exp · Information Technology (IT) · Computer Engineering · Computer Science · Security Engineer · Security Operations · Network Operations Center · SIEM · SSCP · GSEC · CIHE,https://wuzzuf.net/jobs/p/4iUwj6ps0q7x-SOC-Engineer-Link-Datacenter-Giza-Egypt?o=97&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Bachelor’s degree in IT, or related field of study preferred; MS degree is a plus. | At least 4 years of experience within a Security Operations Environment or 4+ years of experience in Network Operations Center | Good knowledge of Various Security Technologies | Experience with Security Information and Event Management (SIEM) tools | Experience in event monitoring, correlation, event analysis, investigation and remediation of security events. | Proven Knowledge and expertise in SIEM administration tasks including troubleshooting of various SIEM components | Experience in managing multiple SOC customers. | Information security certifications, Professional Security certification is a plus (SSCP, GSEC, CIHE, GCIH, CEH, or equivalent) | "
97,Senior Full Stack Java Developer,RDI,1 month ago,"Dokki, Giza, Egypt ",Full timeExperienced · 3+ Yrs of Exp · Java · Spring Framework · Java EE · Software Development · Software Engineering · Computer Science · OOD · Cloud · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/QhJCM5zE1PE9-Senior-Full-Stack-Java-Developer-RDI-Giza-Egypt?o=98&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Work experience as a Senior Java Developer. | Has at least 3 years of experience with Java development language and REST APIs. | Has at least 2 years of Spring Framework experience, particularly Spring Boot. | Experience designing, building and testing Java EE applications. | Experience with Object-Oriented Design (OOD). | Good delegation and time management skills. | System Architect experience. | Database Experience (design, optimization, ..) | Knowledge of Linux Environment, shared object | Knowledge of cloud computing technologies and concepts a big plus. | "
98,Senior Automation Quality Control Engineer,Spectro,1 month ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 3 - 5 Yrs of Exp · Quality Control · Computer Science · Testing · Automation · Security Testing · Test Automation · IT/Software Development · Engineering - Telecom/Technology,https://wuzzuf.net/jobs/p/AdFPK7fpFNMC-Senior-Automation-Quality-Control-Engineer-Spectro-Cairo-Egypt?o=99&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,3-5 Years of experience.  | Proven experience in Test Automation. | Security testing knowledge is a strong plus. | Presentation Skills. | 
99,Dot Net Full Stack Developer,IPC,1 month ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · api · json · core · MSSQL · MYSQL · JQuery · Node js · Git · ASP.NET · Agile,https://wuzzuf.net/jobs/p/DVAo37Vx7nBc-Dot-Net-Full-Stack-Developer-IPC-Cairo-Egypt?o=100&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,".NET Core, ASP.NET Core, MVC Core, and EF Core is a must. | Knowledge of multiple front-end languages and libraries is plus | Good knowledge with Agile (Scrum) and prior experience in working in agile environment will be big plus. | Work with APIs and formats (JSON, XML) | 2+ years of experience in Back End – Front End – Full Stack | MSSQL Server, Visual Studio, TFS | Unit Testing. | Git | "
100,Risk Officer,Vitas Egypt,1 month ago,"Nasr City, Cairo, Egypt ",Full timeEntry Level · 1 - 3 Yrs of Exp · Risk · Banking · Finance · Economics · Statistics · Business Administration · Microsoft Office · Risk Management · Accounting · Business,https://wuzzuf.net/jobs/p/YT2YUCxjBqOj-Risk-Officer-Vitas-Egypt-Cairo-Egypt?o=101&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Bonus","BS degree in Economics, Banking, Finance, Statistics, Business, or related field. | 1-3 years of experience in related job is preferred | Fluent English | Excellent MS office | "
101,MEAL Officer,Handicap International ,1 month ago,"Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · M&E · Monitoring · Evaluation · Microsoft Office · Accountability · Data Analysis · Data collection · MEAL · Project Management · PMP,https://wuzzuf.net/jobs/p/cO6cs6PCwu7G-MEAL-Officer-Handicap-International-Cairo-Egypt?o=102&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"8,328 to 10,959 EGP per month",Bachelor’s Degree in a relevant field;  | 
102,Senior .NET Developer - KSA (6 Months Project),SURE International Technology,1 month ago,"Riyadh, Saudi Arabia ",Full timeExperienced · 3 - 6 Yrs of Exp · .NET · .Net Core · MVC · Angular · Front End · BackEnd · IT · Computer Science · Computer Engineering · Software Development,https://wuzzuf.net/jobs/p/AOUJiqmiHKqF-Senior-NET-Developer---KSA-6-Months-Project-SURE-International-Technology-Riyadh-Saudi-Arabia?o=103&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Computer Science. | Information Systems. | Computer/ Electrical/ Communication Engineering. | 
103,Senior .Net Software Developer,BI-Technologies,1 month ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 7 Yrs of Exp · Information Technology (IT) · Computer Science · Software Engineering · Software Development · ASP.NET · SQL · javaScript · jQuery · Microsoft SQL Server · MVC,https://wuzzuf.net/jobs/p/Ss1tec9BvOHi-Senior-Net-Software-Developer-BI-Technologies-Cairo-Egypt?o=104&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Transportation, Medical Insurance, Social Insurance, Life Insurance, Retirement Plan And Profit Share",Bachelor’s degree in Computer Science or Computer Engineering | 2 - 7 years of Experience in developing software applications including 2 years in developing business application | 
104,Research Software Development Engineer L2,TensorGraph,1 month ago,"Maadi, Cairo, Egypt ",Full timeExperienced · 2 - 4 Yrs of Exp · Software Development · Software Engineering · Computer Science · Research · C# · Pyhton · JavaEE · Perl · C++ · Machine Learning,https://wuzzuf.net/jobs/p/VvGxqHm3lW6r-Research-Software-Development-Engineer-L2-TensorGraph-Cairo-Egypt?o=105&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Bachelor's degree in Computer Science or a related field required. | 2 to 4 years of hands-on experience. | Top notch investigation skills | Experience in Machine Learning and Natural Language Processing would be a plus. | Software development experience using both native (C++) and managed (C#) programming | Proficiency with one high level managed programming languages such as NodeJs, C# or JavaEE.. | Proficiency with scripting languages such as Windows PowerShell, Perl, Python, etc. | Experience with cloud computing environments, specifically Aws. | Technical competence (algorithms, data structures) and strong analytical and programming skills. | Good tolerance for ambiguity and uncertainty. | Good communication skills and cross-organizational interactions. | "
105,Tenant Relations Administrative Assistant,Al Futtaim,2 days ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 2 - 5 Yrs of Exp · Administration · Microsoft Office · Admin · Secretary · Public Relations (PR) · Customer Service · Customer Support · Sales · Retail · Administration,https://wuzzuf.net/jobs/p/mjqkswRJh4EE-Tenant-Relations-Administrative-Assistant-Al-Futtaim-Cairo-Egypt?o=106&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,2 to 5 years Admin Experience | Excellent Microsoft skills  | 
106,Senior Full Stack Web Developer,Bsamat | بصَمات,1 day ago,"Cairo, Egypt ",Full timeWork from homeExperienced · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · CSS · javaScript · HTML · jQuery · Full Stack · Angular · MySQL,https://wuzzuf.net/jobs/p/8uosDMbEjQ7P-Senior-Full-Stack-Web-Developer-Bsamat-بصَمات-Cairo-Egypt?o=107&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Proven experience as a Full Stack Developer or similar role | Experience developing desktop and mobile applications | Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery, aJax) | Experience with frameworks such as (Laravel, Angular..etc) | Experience with eCommerce framework such as (WooCommerce, Opencart..etc) | Experience with Bootstrap, wordPress | Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js) | Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache, AWS) and UI/UX design | Excellent communication and teamwork skills | "
107,Group Manager - Chemical / Egyptian Only,Executive Tracks Associates Pvt. Ltd.,1 month ago,"Jeddah, Saudi Arabia ",Full timeManager · 7 - 12 Yrs of Exp · Chemical Engineer · Chemical · Group Manager · Egypt · R&D/Science · Manufacturing/Production · Engineering - Other,https://wuzzuf.net/jobs/p/vENflgcEHXRS-Group-Manager---Chemical-Egyptian-Only-Executive-Tracks-Associates-Pvt-Ltd-Jeddah-Saudi-Arabia?o=108&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Attractive Salary and Perks",Person should have 7-12 years of experience. | Person should belong to Egypt Only (Either from Egypt or someone belongs to Egypt but staying Saudi Arabia. | 
108,Senior .Net Developer.,Smart IT,1 month ago,"Nasr City, Cairo, Egypt ",Full timeExperienced · 6+ Yrs of Exp · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL · MySQL · javaScript,https://wuzzuf.net/jobs/p/XfjFPsFr7dFA-Senior-Net-Developer-Smart-IT-Cairo-Egypt?o=109&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"Confidential, Medical insurance,Social insurance",A minimum of a Bachelor’s degree in one of the following areas: | Computer Science. | Information Systems. | Computer/ Electrical/ Communication Engineering. | 
109,Senior Full Stack Developer / Software Engineer,Certifeka inc.,1 month ago,"New Cairo, Cairo, Egypt ",Full timeExperienced · 5 - 10 Yrs of Exp · Full Stack · Information Technology (IT) · Computer Science · Software Development · javaScript · HTML · CSS · jQuery · MySQL · Angular,https://wuzzuf.net/jobs/p/lPIukKuXICyP-Senior-Full-Stack-Developer-Software-Engineer-Certifeka-inc-Cairo-Egypt?o=110&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,"Proven experience as a Senior Full Stack Developer/ Software Engineer or similar role | Experience developing desktop and mobile applications (IOS/Android) and knowledge of frameworks like (ionic) is strongly recommended. | Familiarity with common stack. | Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery) | Knowledge & experience with PHP is highly recommended. | Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js) | Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design | Excellent communication and teamwork skills | Great attention to detail | Organizational skills | An analytical mind | Degree in Computer Science, Statistics or relevant field | "
110,Export Manager Assistant,BEDO Company ,11 days ago,"6th of October, Giza, Egypt ",Full timeEntry Level · 0 - 3 Yrs of Exp · Sales · Sales Skills · Sales Target · Customer Service · Customer Care · Customer Support · Export · Supply Chain · Engineering · Mechanical Engineering,https://wuzzuf.net/jobs/p/kJWatcvp9fPM-Export-Manager-Assistant-BEDO-Company-Giza-Egypt?o=111&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Education: Bachelor of Mechatronics Engineering. | Experience: 0-3 years of experience in the Export sales field. | Excellent English language (Written-Spoken). | Logistics Knowledge (Shipping & Customs Clearance). | Data analysis Knowledge. | Aware by Marketing and Strategic Business. | 
111,Content Marketing Specialist,ServerHub,1 month ago,"Dallas, United States ",Full timeWork from homeExperienced · 2+ Yrs of Exp · Marketing · Social Media · E-marketing · Digital Marketing · Content · Communication Skills · Communication · English · Media · English Communication,https://wuzzuf.net/jobs/p/C6bZ3t5bWQnR-Content-Marketing-Specialist-ServerHub-Dallas-United-States?o=112&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,Confidential,Minimum of 2 years experience in Content Marketing | Background in Cloud Hosting/Web hosting is a plus | Excellent Written and Verbal English Communication Skills | 
112,Chemist Intern - Alexandria,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),1 month ago,"Ameria, Alexandria, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · Science · Chemistry · Lab Chemist · Chemical Plant · R&D/Science · Quality · Analyst/Research,https://wuzzuf.net/jobs/p/9KpqiaXaS2dD-Chemist-Intern---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=113&l=sp&t=sj&a=data analyst|search-v3|navbl|spbl,"2,000 to 2,100 EGP per month",BSc Science Faculty (Major Chemistry & Physics  OR Special Chemistry ONLY) Graduates of 2020 / 2019 / 2018. | Alexandria Residence ONLY  | Fresh Graduates or maximum 1 year of Experience. | Excellent English Commands both spoken & written. | Excellent profession in using Computers and MS office. | Good Communication Skills  | Ability to work in team and alone  | Ability to work with different age groups | Attentive & capable of working under pressure. | Male Applicants  should have exempted/finished Military service certificate. | 
